,gp0_Var_0_Bajo,gp0_Var_1_Bajo,gp0_Var_2_Bajo,gp0_Var_6_Bajo,gp0_Var_7_Bajo,gp3_Var_8_Bajo,gp_Var_9_Bajo,gp_Var_9_Medio,gp_Var_14_Medio,gp_Var_14_Bajo,gp_Var_15_Medio,gp_Var_15_Bajo,gpT_Var_13T_Alto,gpT_Var_13T_Medio,gpT_Var_10T_Medio,gpT_Var_10T_Bajo
1465,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
153,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
8767,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2720,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
160,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
8514,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
6768,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
1189,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
7634,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6594,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1483,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5643,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
6249,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1684,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
8477,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
1286,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
1349,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
282,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
3927,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
3942,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1263,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
903,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4833,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
5128,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
8973,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
457,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1842,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4210,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3426,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
6990,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
7109,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3626,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
7477,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6566,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
8995,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
4083,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4735,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5977,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1611,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
8126,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
2824,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1
1188,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6434,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
6683,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
1709,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7843,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
712,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5353,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
8759,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2036,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
3468,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4153,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7639,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
4403,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
2524,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
176,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
6880,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
106,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
4720,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7125,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
8214,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
887,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
3137,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
7650,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3572,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
2442,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1013,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
4857,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
953,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
5918,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
7396,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
3932,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
5171,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
601,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1400,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5094,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
8667,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
6295,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
8936,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
797,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
2177,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
1426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7939,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1705,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
7094,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
2974,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5400,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
2914,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
8681,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4012,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6529,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
514,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
5044,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
5343,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3558,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3682,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
7583,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
42,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2807,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
8750,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
4442,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
6445,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
1921,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3892,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
5976,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1021,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5322,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
3675,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3199,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
3699,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7883,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
5177,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
7857,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
3324,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
4754,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
4773,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
7301,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2142,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
629,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7936,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
4643,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
620,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
7972,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
8379,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
2514,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
4568,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
6039,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3966,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7954,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
8582,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
376,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4334,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
1362,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8371,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
5350,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
380,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
3623,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
508,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3261,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1176,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2160,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8264,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5499,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3345,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
5641,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
664,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7151,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
8734,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
6380,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
4460,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
2657,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8475,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
7661,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5534,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2294,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3258,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
8257,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
8633,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7727,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
5329,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
420,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
7775,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
199,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1836,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
7119,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5421,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8683,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
7294,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
767,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3521,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
8282,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
4963,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
5950,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7394,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
8964,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
5086,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5642,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
8148,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8284,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
450,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3875,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
7186,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
3888,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
5849,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
3914,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
5893,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2766,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
6182,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3680,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
2608,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
6655,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
4721,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
3951,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
6389,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
8925,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
5226,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4663,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1246,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
6168,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
2539,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2992,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1068,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8455,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
6665,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6918,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6478,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
8855,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
6617,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
4810,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
3054,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
623,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1682,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3860,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5050,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2809,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
6817,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
3583,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
2707,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5228,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
5749,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
4709,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
3443,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
3802,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
341,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
1277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1487,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5169,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8689,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7021,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
4950,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
622,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7760,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
4124,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
7808,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
8009,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
8793,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8569,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
1482,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
2945,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
3069,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3174,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
4239,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
5262,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
7886,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
6987,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
3109,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7427,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
2,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
2235,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
8824,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
6087,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
7440,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
3058,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
2198,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6147,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
136,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
1507,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
8279,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
2280,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
913,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
255,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2460,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
2153,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
2215,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
6801,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
8327,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
2191,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7239,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
2193,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
6607,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3967,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7040,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
7532,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
7625,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
3257,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3819,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
5686,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
1027,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
7147,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
8761,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
5411,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
8484,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
6667,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
5028,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
2147,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
1248,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
8713,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2391,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6738,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
5626,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5673,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
5771,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
6256,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
6477,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
7414,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3490,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7095,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8025,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
4846,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1290,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2438,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
4343,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
791,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5967,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7817,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6526,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
8669,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
1518,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
2282,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1660,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
4096,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
58,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
3193,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2050,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
6604,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5719,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
992,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
260,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5107,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3954,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
852,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3280,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6140,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4351,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
7964,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
356,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6228,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3549,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
5690,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
2628,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4675,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
2216,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
2241,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1707,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
3684,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
566,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
8066,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7424,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
3256,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
6588,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1615,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1683,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
8869,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
8281,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
8787,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
2257,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
2337,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
170,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
2963,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
615,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
2828,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4206,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1170,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
5811,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
5932,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
1079,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
1674,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8557,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8753,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
6821,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
6266,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
799,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5648,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
809,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8904,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4837,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
4046,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
1870,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
7416,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2947,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
8070,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
9,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3133,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
1732,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6378,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1943,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4378,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
8513,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1575,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
537,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
5277,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6243,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
6133,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1055,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5587,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3051,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
5076,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
8123,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
7136,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6373,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
5203,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1228,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2736,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
7926,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
