,gp0_Var_0_Bajo,gp0_Var_1_Bajo,gp0_Var_2_Bajo,gp0_Var_6_Bajo,gp0_Var_7_Bajo,gp3_Var_8_Bajo,gp_Var_9_Bajo,gp_Var_9_Medio,gp_Var_14_Medio,gp_Var_14_Bajo,gp_Var_15_Medio,gp_Var_15_Bajo,gpT_Var_13T_Alto,gpT_Var_13T_Medio,gpT_Var_10T_Medio,gpT_Var_10T_Bajo
3480,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
2708,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
8896,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
576,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
50,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
2578,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
5182,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
3033,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1029,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
7994,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
8621,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
5111,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
2464,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7696,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
879,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
1950,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
7683,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
8006,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7960,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
6569,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1903,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4599,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
5432,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
7369,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
4739,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
3123,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
3070,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4570,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
4338,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8238,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
5078,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
4140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1158,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
7884,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2886,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6561,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
241,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
3165,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
8848,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3898,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
2252,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
7170,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
5752,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
7303,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
391,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
2749,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
2724,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
6446,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
7309,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
3472,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
6062,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
5336,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
6543,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
1175,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3207,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
5456,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8609,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
213,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
3981,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
8186,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4928,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
355,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
6823,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
3348,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
4217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5583,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7047,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
5289,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
7782,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
6372,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
2927,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
8851,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
3322,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4306,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
4783,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
5382,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
3327,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
4790,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
3658,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
295,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
5154,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
1562,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
4315,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3183,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5945,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
3149,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
662,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
2781,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
6330,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2935,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5989,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
358,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2196,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6991,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6666,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
8248,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1747,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
4002,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
4965,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
883,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
6135,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4596,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
6288,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
5795,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5667,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4251,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
1504,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2426,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2409,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
5763,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2068,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
2772,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
4753,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
3277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1557,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
8561,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
4240,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6386,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3964,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
2787,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
174,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
2957,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
7006,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
5394,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
7842,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
952,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
723,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
2512,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
2651,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2025,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3289,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
7945,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
3244,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5502,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
3837,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
4030,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
5672,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4407,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1360,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
2845,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5407,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
6940,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
394,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
3107,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3662,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1875,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
8873,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
2269,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
4281,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
5487,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8803,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
3191,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3869,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4993,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
5630,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2819,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7552,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7622,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8951,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
5435,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7272,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
4175,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
6632,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3794,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4752,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
6092,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
7345,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
7971,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
6201,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4267,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
8732,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
6745,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2051,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8994,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1996,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
1917,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8705,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1838,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8176,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7533,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
8590,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3788,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
867,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
4284,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4092,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
8133,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2717,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3455,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
2101,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
7256,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2752,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
1549,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3826,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
7981,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
711,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
8361,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
6615,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
8211,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
4641,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6705,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
7107,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
3488,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
7616,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
43,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
79,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
7364,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
1528,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
6579,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
4571,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
4305,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1380,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
6698,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
8486,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4104,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
5959,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8746,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
8756,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3588,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4165,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
1182,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
1811,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2748,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
944,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
8974,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
5638,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6083,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7392,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
4016,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
7073,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3030,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
1299,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
3366,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
6500,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
72,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
5105,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
7232,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
4032,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
8939,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6403,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
7537,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
3620,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
4933,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
3593,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
8794,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
5002,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
4089,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
7541,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6336,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
8877,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
6469,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
5746,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6392,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1035,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
5513,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7736,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
8471,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
7860,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2274,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
3130,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
6415,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
3201,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
2078,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
643,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
7582,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
3938,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1496,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1
8333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4031,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
6747,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
6740,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2775,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
3021,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
569,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
7924,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8889,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6105,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
4920,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
1731,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1733,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1679,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
1844,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3012,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1889,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3408,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
763,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
8291,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6440,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
4156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2141,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
8748,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1698,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
3100,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
8778,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
3091,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4433,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
6220,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
4750,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
7277,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3893,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2958,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3380,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6539,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
955,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
5887,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
6852,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1775,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1640,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
5259,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
5621,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
75,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
3465,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2520,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5309,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7448,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
4379,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7717,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
4501,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1887,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5003,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4645,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
1668,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
6310,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
406,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
188,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
1702,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
7832,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8396,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
7187,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
5496,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
7566,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
4459,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3546,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
3337,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5378,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
2529,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2162,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
6982,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
7731,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
3442,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3945,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
7762,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
8678,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7657,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
4625,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
8775,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1
4453,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
7651,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
2732,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
1287,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6522,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
8048,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
3506,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7821,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
2079,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
1020,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
6437,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
2392,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8122,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4823,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
7188,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2047,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
1803,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
821,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3095,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
8906,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7565,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
2822,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
2229,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
8100,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1133,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
8107,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
6412,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
33,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
5627,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
5954,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
2562,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
3492,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
4302,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3878,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
1499,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
3447,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
4278,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
7113,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
7933,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8320,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
6732,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2981,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
2318,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2541,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
2487,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6834,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
2170,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
